  -5.8736572e-01  -4.9491116e-01  -1.3170479e+00  -3.8472812e-01
  -1.9383862e+00  -2.8698803e-01  -1.3788582e+00  -3.6207602e-01
  -1.8279048e+00  -7.1911756e-02  -1.4346415e+00  -3.2588902e-01
  -1.3240399e+00  -1.5175535e+00  -9.6919307e-01  -6.0308719e-01
   5.9646190e-01   3.5802994e-01  -2.6452626e-01   1.2898316e+00
   9.2688954e-01  -1.0952493e+00  -1.1172801e+00  -4.7673283e-01
   1.8803557e-01  -9.9277551e-01  -1.2057905e+00  -4.5114931e-01
  -8.1471678e-01  -8.3823734e-01  -1.2536108e+00  -4.3327649e-01
   9.7877123e-01   4.6836354e-01  -1.9745372e-01   1.2660827e+00
  -1.2441799e+00  -9.3887636e-01  -1.2065400e+00  -4.6358781e-01
   7.4710173e-01   1.2975051e+00  -1.0986317e-01   1.2240364e+00
  -1.2659554e+00   1.9306536e+00  -4.8196629e-01   1.4337440e+00
   5.0247424e-01  -6.2449198e-01  -1.0806270e+00  -4.3015390e-01
  -1.6754969e+00  -1.5689239e+00  -8.9520339e-01  -6.4633301e-01
   1.7175439e+00   1.6252326e+00   3.0562875e-01   9.8685985e-01
   1.1028507e+00   1.5186149e+00   5.6942864e-02   1.1294458e+00
  -5.2833470e-02   1.2710422e+00  -3.1210825e-01   1.3363117e+00
  -2.5656565e-01  -9.5708800e-01  -1.2267380e+00  -4.4547613e-01
  -2.1286500e-01   3.7742500e-01  -2.4648861e-01   1.1329527e+00
  -7.7460211e-01  -1.9099496e+00  -8.6011018e-01  -6.6624111e-01
   4.3086257e-02  -7.4912445e-01  -1.2409435e+00  -4.2227370e-01
   1.1793257e+00  -1.2849353e+00  -1.0870727e+00  -4.9999549e-01
   5.7727252e-01  -3.0845724e-01   1.3386960e-01   1.0395707e-01
  -4.8556247e-01  -1.6230826e+00  -1.0147940e+00  -5.7555140e-01
   1.2463218e+00   3.9409468e-01  -1.5275061e-01   1.2420982e+00
   1.3130236e-01  -1.1630297e-01  -1.5976816e-01  -1.9758124e-01
  -5.9709159e-01   7.8379725e-01  -3.9601838e-01   1.3254440e+00
